{bcb, eje, cac, ffd, ddf, aej}
{ajj, deb, bfe, cdf, fcd, eac}
{ejf, cdb, bfe, fcd, dac, aej}
{cfe, bad, ecb, ddf, fej, ajc}
{ajj, bfe, ded, cdf, ecb, fac}
{bfe, ded, ecb, fdf, ajc, caj}
{ajj, cfe, fcd, eac, ddf, beb}
{bcb, eje, adf, cac, ffd, dej}
{deb, bfe, cdf, fcd, ajc, eaj}
{adf, cfe, bad, ecb, dej, fjc}
{cfd, bce, dac, aej, fdf, ejb}
{cfd, bce, ddf, aej, fac, ejb}
{ajj, cdb, bfe, def, fcd, eac}
{cdb, eje, dcc, ffd, baf, aej}
{bcb, cfd, eje, adf, dac, fej}
{bec, adf, ffd, dce, ejb, caj}
{adf, cfe, fcd, bej, dac, ejb}
{cfe, bad, dcc, aej, fdf, ejb}
{bcb, cfd, eje, dac, aej, fdf}
{ajj, cdb, def, bce, ffd, eac}
{cfd, adf, bce, dej, fac, ejb}
{cdf, bce, ffd, dac, aej, ejb}
{bfe, cac, ecb, aej, fdf, djd}
{ajj, cdf, ffd, eac, dce, beb}
{cdb, ffd, eac, dce, aej, bjf}
{ejf, cdb, bce, ffd, dac, aej}
{cfe, dcc, aad, bej, fdf, ejb}
{bcb, ded, adf, cfe, fjc, eaj}
{adf, cfe, ecb, bej, fac, djd}
{ajj, bcb, ded, cfe, eac, fdf}
{adf, cfe, bad, dcc, fej, ejb}
{cfe, ecb, aad, bej, ddf, fjc}
{cdc, ffd, baf, aej, dce, ejb}
{cac, bce, ffd, ddf, aej, ejb}
{cdb, def, bce, ffd, ajc, eaj}
{bfe, cdf, ecb, aej, fac, djd}
{bcb, cfd, eje, ddf, aej, fac}
{cfd, adf, bej, dce, fac, ejb}
{bfe, cac, fcd, ddf, aej, ejb}
{bcb, cfe, eac, aej, fdf, djd}
{bcb, eje, cdf, ffd, dac, aej}
{ejf, cdb, bfe, dcc, aad, fej}
{ajj, bfe, ded, cac, ecb, fdf}
{bfe, cdf, dcc, aad, fej, ejb}
{eje, adf, dcc, ffd, caj, beb}
{bcb, adf, cfe, eac, fej, djd}
{bfe, cdf, fcd, dac, aej, ejb}
{cfe, bad, ecb, ddf, aej, fjc}
{cfd, adf, dce, beb, fjc, eaj}
{bfe, ded, adf, ecb, caj, fjc}
{adf, cac, ffd, bej, dce, ejb}
{cfd, dce, fdf, ajc, beb, eaj}
{cdb, bfe, def, fcd, ajc, eaj}
{bfe, cdf, ecb, aad, dej, fjc}
{cdc, bce, ffd, aej, daf, ejb}
{eje, adf, dcc, ffd, cab, bej}
{bfe, adf, cac, fcd, dej, ejb}
{cfe, bad, ecb, dej, fdf, ajc}
{bfe, feb, dca, cdf, ebd, ajc}
{cfd, dda, feb, bce, ebf, ajc}
{cdb, bfe, dca, fef, ebd, ajc}
{ejf, cfd, dda, feb, abc, bce}
{cfd, dda, ebb, bce, fef, ajc}
{cdb, eje, abc, def, fcd, bfa}
{cfd, eje, feb, adf, bbc, dca}
{cdb, fef, ebd, dce, ajc, bfa}
{abb, bec, eje, dca, cdf, ffd}
{eje, adf, cba, dcc, ffd, beb}
{cfd, eje, abc, dca, fdf, beb}
{ejf, bfe, feb, abd, cdc, dca}
{cfe, dca, ebd, fdf, ajc, beb}
{adf, cfe, dca, ebd, beb, fjc}
{bec, adf, dca, ffd, cbe, ejb}
{cdb, eje, abd, dcc, fef, bfa}
{dda, cfe, ecb, bbd, fef, ajc}
{dda, cfe, fcd, ebf, ajc, beb}
{bfe, ded, cba, ecb, fdf, ajc}
{feb, cdf, ebd, dce, ajc, bfa}
{cfd, eje, adf, dca, fbc, beb}
{abb, eje, cdc, def, fcd, bfa}
{ded, adf, ecb, cbe, bfa, fjc}
{eje, abc, dca, cdf, ffd, beb}
{cfd, dda, abc, bce, fef, ejb}
{bec, abd, cfe, dca, fdf, ejb}
{bfe, ded, adf, cba, ecb, fjc}
{abd, cdc, fef, dce, bfa, ejb}
{ded, ecb, cbe, fdf, ajc, bfa}
{bfe, abd, cdc, dca, fef, ejb}
{bcb, cfd, dda, eje, abc, fef}
{cfd, abb, bec, eje, dca, fdf}
{bcb, dda, cfe, fef, ebd, ajc}
{bec, adf, cba, ffd, dce, ejb}
{ejf, feb, abd, cdc, dce, bfa}
{ejf, abb, dda, bec, cfe, fcd}
{eje, abd, feb, cdf, dcc, bfa}
{deb, eje, abc, cdf, fcd, bfa}
{ejf, dda, abc, cfe, fcd, beb}
{cfd, dda, abc, ecb, fej, bjf}
{cfd, dda, ecb, fbc, aej, bjf}
{ajj, cdb, dcc, fef, ebd, bfa}
{dbc, cdf, fcd, aej, bfa, ejb}
{ajj, deb, cdf, fcd, ebc, bfa}
{ajj, dca, cdf, ffd, ebc, beb}
{ejf, cdb, bbc, dca, ffd, aej}
{ajj, cdb, bec, dca, ffd, ebf}
{cfd, abc, dca, bej, fdf, ejb}
{dca, ebb, cdf, ffd, bej, ajc}
{cfd, bbc, dca, aej, fdf, ejb}
{abd, cdf, dcc, fej, bfa, ejb}
{bcb, ejf, cfd, dda, fbc, aej}
{bcb, ejf, cfd, dda, abc, fej}
{abc, cdf, ecb, fej, bfa, djd}
{cdb, fcd, ebf, dej, ajc, bfa}
{abc, dca, cdf, ffd, bej, ejb}
{cdf, ecb, dbd, aej, bfa, fjc}
{ajj, bec, dca, ebb, cdf, ffd}
{ejf, cdb, dbc, fcd, aej, bfa}
{cdb, dca, ffd, bej, ebf, ajc}
{ajj, feb, cdf, dcc, ebd, bfa}
{abc, cdf, fcd, dej, bfa, ejb}
{ejf, cdb, abc, fcd, dej, bfa}
{bcb, cfd, dda, aej, ebf, fjc}
{ajj, cfd, dda, bbc, ecb, fef}
{cdf, ecb, dbd, fej, ajc, bfa}
{ajj, cdb, def, fcd, ebc, bfa}
{ajj, ded, cdf, ecb, fbc, bfa}
{cfd, adf, dca, bej, fbc, ejb}
{ejf, abb, cdc, dca, ffd, bej}
{ajj, cdc, ecb, fef, dbd, bfa}
{abd, cdf, ecb, dej, bfa, fjc}
{ded, adf, ecb, cbj, bfa, fjc}
{adf, cba, dcc, ffd, bej, ejb}
{ajj, cdc, dca, ffd, ebf, beb}
{bbc, dca, cdf, ffd, aej, ejb}
{ajj, cdc, ebb, def, fcd, bfa}
{ajj, deb, cdc, fcd, ebf, bfa}
{ajj, bec, cba, ecb, ffd, ddf}
{cdf, ecb, fbc, aej, bfa, djd}
{bec, adf, dca, ffd, cbj, ejb}
{ejf, cdb, abc, dca, ffd, bej}
{cdb, dca, ffd, ebc, aej, bjf}
{cfd, dca, ebb, bej, fdf, ajc}
{ebb, cdf, fcd, dej, ajc, bfa}
{bcb, cfd, dda, ebf, fej, ajc}
{ejf, cdb, abd, dcc, fej, bfa}
{ded, ecb, fdf, cbj, ajc, bfa}
{ajj, cfd, bec, dca, ebb, fdf}
{cdc, dca, ebb, ffd, aej, bjf}
{ejf, abb, cdc, fcd, dej, bfa}
{cfd, adf, dca, ebb, bej, fjc}
{ajj, cfd, dca, ebc, fdf, beb}
{cfd, adf, bbc, dca, fej, ejb}
{cba, ecb, ffd, bej, ddf, ajc}
{ajj, bcb, cfd, dda, fef, ebc}
{cdb, bfe, dca, aej, ebf, fjc}
{dda, bfe, ecb, fef, cbj, ajc}
{ebb, cdf, aej, dce, bfa, fjc}
{cdb, dce, ebf, fej, ajc, bfa}
{ebb, cdf, dce, fej, ajc, bfa}
{bfe, dca, ebb, cdf, fej, ajc}
{dcc, cbe, aej, fdf, bfa, ejb}
{bfe, cba, ecb, dej, fdf, ajc}
{ajj, cdb, bfe, dca, fef, ebc}
{ejf, cdb, bfe, dca, fbc, aej}
{bfe, adf, cba, dcc, fej, ejb}
{bfe, cba, ecb, ddf, aej, fjc}
{abc, cfe, dca, bej, fdf, ejb}
{bfe, cba, ecb, ddf, fej, ajc}
{ecb, cbe, ddf, aej, bfa, fjc}
{abc, cdf, dce, fej, bfa, ejb}
{ajj, bcb, dda, cfe, fef, ebc}
{bcb, ejf, dda, cfe, fbc, aej}
{bcb, ejf, dda, abc, cfe, fej}
{bfe, abc, dca, cdf, fej, ejb}
{bcb, dda, cfe, aej, ebf, fjc}
{ecb, cbe, dej, fdf, ajc, bfa}
{ajj, cdb, fef, ebc, dce, bfa}
{ejf, cdb, fbc, dce, aej, bfa}
{cdb, bfe, dca, ebf, fej, ajc}
{dda, cfe, ecb, fbc, aej, bjf}
{ajj, cdc, ebb, fef, dce, bfa}
{adf, cfe, dca, bej, fbc, ejb}
{cdb, dce, aej, ebf, bfa, fjc}
{cdf, fbc, aej, dce, bfa, ejb}
{ejf, cdb, bfe, abc, dca, fej}
{ajj, bfe, feb, cdc, dca, ebf}
{ejf, abb, cdc, dce, fej, bfa}
{adf, cfe, dca, ebb, bej, fjc}
{ajj, bec, cfe, dca, ebb, fdf}
{ajj, feb, cdf, ebc, dce, bfa}
{bfe, dca, cdf, fbc, aej, ejb}
{abb, eje, cdf, dcc, fej, bfa}
{eje, feb, adf, dcc, cbj, bfa}
{adf, bbc, cfe, dca, fej, ejb}
{ajj, bfe, cdc, dca, ebb, fef}
{ajj, feb, cdc, dce, ebf, bfa}
{bfe, adf, cba, ecb, dej, fjc}
{ajj, cfe, dca, ebc, fdf, beb}
{ecb, cbe, ddf, fej, ajc, bfa}
{dda, abc, cfe, ecb, fej, bjf}
{adf, dcc, cbe, fej, bfa, ejb}
{bfe, cba, dcc, aej, fdf, ejb}
{cfe, dca, ebb, bej, fdf, ajc}
{ejf, abb, bfe, cdc, dca, fej}
{ajj, dda, bbc, cfe, ecb, fef}
{ajj, bfe, feb, dca, cdf, ebc}
{bcb, dda, cfe, ebf, fej, ajc}
{bbc, cfe, dca, aej, fdf, ejb}
{adf, ecb, cbe, dej, bfa, fjc}
{bfe, dca, ebb, cdf, aej, fjc}
{ejf, cdb, abc, dce, fej, bfa}
{ajj, cdb, bfe, dcc, fef, ebd}
{ajj, cfd, deb, bce, ebc, fdf}
{ajj, bfe, feb, cdf, dcc, ebd}
{cdb, ffd, bej, dce, ebf, ajc}
{cfe, ecb, bbd, dej, fdf, ajc}
{ajj, ded, bbc, cfe, ecb, fdf}
{ajj, bfe, cdc, ebb, def, fcd}
{ajj, cfe, dcc, ebd, fdf, beb}
{ajj, bfe, ded, cdf, ecb, fbc}
{bfe, abc, cdf, ecb, fej, djd}
{ajj, cdc, ffd, dce, ebf, beb}
{bfe, abd, cdf, ecb, dej, fjc}
{cfe, ebb, fcd, bej, ddf, ajc}
{abc, cfe, ecb, bej, fdf, djd}
{abd, cfe, ecb, bej, ddf, fjc}
{cdb, ffd, ebc, dce, aej, bjf}
{ajj, cdb, bec, ffd, dce, ebf}
{bcb, cfd, eje, abc, ddf, fej}
{bcb, cfe, ebc, aej, fdf, djd}
{cfd, adf, dbc, bce, fej, ejb}
{adf, cfe, ecb, bbd, dej, fjc}
{bfe, abc, cdf, fcd, dej, ejb}
{cfe, ecb, bej, dbd, fdf, ajc}
{ajj, cdb, def, bce, ffd, ebc}
{ajj, bec, cfe, ecb, dbd, fdf}
{ejf, cdb, bfe, abd, dcc, fej}
{ajj, deb, bfe, cdf, fcd, ebc}
{bcb, cfd, eje, dbc, aej, fdf}
{cfe, ecb, bbd, ddf, fej, ajc}
{abc, cfe, fcd, bej, ddf, ejb}
{ejf, cdb, bfe, abc, fcd, dej}
{cfd, abb, eje, dcc, bej, fdf}
{cfd, bce, fbc, ddf, aej, ejb}
{cfd, ebb, bce, ddf, fej, ajc}
{cfd, abc, bce, ddf, fej, ejb}
{bfe, dbc, cdf, fcd, aej, ejb}
{ejf, cdb, abc, ffd, bej, dce}
{bcb, cfe, ebd, dej, fdf, ajc}
{ejf, abb, bfe, cdc, fcd, dej}
{adf, cfe, dcc, bbd, fej, ejb}
{cdc, ebb, ffd, aej, dce, bjf}
{abb, eje, cdf, dcc, ffd, bej}
{ejf, abb, cdc, ffd, bej, dce}
{bec, adf, ffd, dce, cbj, ejb}
{ajj, cfd, bec, ebb, dce, fdf}
{ejf, cdb, bfe, dbc, fcd, aej}
{ejf, abb, cdc, bce, ffd, dej}
{adf, dcc, ffd, bej, cbe, ejb}
{cfd, abc, bej, dce, fdf, ejb}
{ejf, cdb, abc, bce, ffd, dej}
{bcb, cfd, eje, abc, dej, fdf}
{cfd, abc, bce, dej, fdf, ejb}
{bcb, cfd, eje, adf, dbc, fej}
{ajj, cfd, feb, bce, ddf, ebc}
{cdb, bfe, fcd, ebf, dej, ajc}
{bfe, ded, ecb, fdf, cbj, ajc}
{bcb, cfe, ebd, ddf, aej, fjc}
{ajj, cdf, ffd, ebc, dce, beb}
{ajj, cdb, bfe, def, fcd, ebc}
{bcb, eje, abc, cdf, ffd, dej}
{bcb, cfe, ebd, ddf, fej, ajc}
{cfd, bbc, aej, dce, fdf, ejb}
{ecb, ffd, bej, cbe, ddf, ajc}
{bfe, cdf, ecb, dbd, fej, ajc}
{ajj, deb, cdf, bce, ffd, ebc}
{cfd, ebb, bce, ddf, aej, fjc}
{cfd, dbc, bce, aej, fdf, ejb}
{bcb, cfd, eje, fbc, ddf, aej}
{ajj, cfd, ebc, dce, fdf, beb}
{ajj, bec, ebb, cdf, ffd, dce}
{abc, cdf, ffd, bej, dce, ejb}
{bbc, cdf, ffd, aej, dce, ejb}
{bbc, cfe, fcd, ddf, aej, ejb}
{ajj, bec, cfe, ebb, fcd, ddf}
{adf, bbc, cfe, fcd, dej, ejb}
{ajj, deb, cdc, bce, ffd, ebf}
{cfd, adf, ebb, bce, dej, fjc}
{ejf, cdb, bbc, ffd, dce, aej}
{ajj, bec, ecb, ffd, cbe, ddf}
{bcb, cfd, eje, adf, fbc, dej}
{bcb, adf, cfe, ebd, dej, fjc}
{ajj, deb, bfe, cdc, fcd, ebf}
{cdb, bce, ffd, ebf, dej, ajc}
{bfe, ded, adf, ecb, cbj, fjc}
{cfe, ecb, bbd, ddf, aej, fjc}
{dbc, cdf, bce, ffd, aej, ejb}
{bbc, adf, cfe, ecb, fej, djd}
{bfe, abd, cdf, dcc, fej, ejb}
{cfd, ebb, bej, dce, fdf, ajc}
{ajj, cfe, fcd, ddf, ebc, beb}
{cfd, adf, bej, fbc, dce, ejb}
{adf, cfe, ecb, bej, dbd, fjc}
{bfe, ebb, cdf, fcd, dej, ajc}
{cfd, adf, bce, fbc, dej, ejb}
{adf, cfe, dbc, fcd, bej, ejb}
{bcb, adf, cfe, ebc, fej, djd}
{bfe, cdf, ecb, fbc, aej, djd}
{abd, cfe, dcc, bej, fdf, ejb}
{ajj, cdc, ebb, def, bce, ffd}
{abc, cdf, bce, ffd, dej, ejb}
{cfd, ebb, bce, dej, fdf, ajc}
{ejf, cdb, dbc, bce, ffd, aej}
{cfe, dcc, bbd, aej, fdf, ejb}
{ajj, bcb, ded, cfe, ebc, fdf}
{cfd, adf, bbc, dce, fej, ejb}
{bec, adf, cfe, fcd, ejb, dbj}
{bcb, eje, dbc, cdf, ffd, aej}
{eje, adf, dcc, ffd, cbj, beb}
{adf, cfe, ecb, bej, fbc, djd}
{bbc, cfe, ecb, aej, fdf, djd}
{cfd, adf, ebb, bej, dce, fjc}
{ebb, cdf, ffd, bej, dce, ajc}
{ebb, cdf, bce, ffd, dej, ajc}
{ajj, bfe, cdc, ecb, fef, dbd}
{bfe, cdf, ecb, dbd, aej, fjc}
{ajj, cfd, dda, bce, fef, ebc}
{cfd, dda, bce, aej, ebf, fjc}
{cfd, dda, bce, ebf, fej, ajc}
{ejf, cfd, dda, bce, fbc, aej}
{ajj, bec, cfe, dca, ebd, fdf}
{cdf, ebd, dce, aej, bfa, fjc}
{eje, abc, cdf, fcd, dej, bfa}
{cfd, eje, bbc, dca, aej, fdf}
{cfd, eje, abc, dca, bej, fdf}
{ajj, bfe, cdc, dca, fef, ebd}
{ajj, cdc, fef, ebd, dce, bfa}
{ejf, bfe, abd, cdc, dca, fej}
{adf, cfe, dca, ebd, bej, fjc}
{ejf, abd, cdc, dce, fej, bfa}
{eje, abc, dca, cdf, ffd, bej}
{cfe, dca, ebd, bej, fdf, ajc}
{dda, cfe, fcd, bej, ebf, ajc}
{bec, eje, adf, dca, ffd, cbj}
{cfd, eje, adf, dca, bej, fbc}
{ejf, cfd, dda, abc, bce, fej}
{eje, abd, cdf, dcc, fej, bfa}
{dda, cfe, fcd, ebc, aej, bjf}
{bfe, dca, cdf, ebd, fej, ajc}
{ejf, dda, abc, cfe, fcd, bej}
{eje, bbc, dca, cdf, ffd, aej}
{cfd, eje, adf, bbc, dca, fej}
{ajj, dda, bec, cfe, fcd, ebf}
{ejf, dda, bbc, cfe, fcd, aej}
{cdf, ebd, dce, fej, ajc, bfa}
{eje, dbc, cdf, fcd, aej, bfa}
{bfe, dca, cdf, ebd, aej, fjc}
{eje, adf, cba, dcc, ffd, bej}
{bec, abd, eaa, jde}
{cfd, abc, def, eaa, bce, jdb}
{deb, bfe, abd, eaa, cdf, jcc}
{adf, cfe, dca, ebb, bad, jec}
{deb, abd, eaa, cdf, bce, jfc}
{cdb, bfe, abd, def, eaa, jcc}
{abd, cdf, ecb, dac, jee, bfa}
{dda, bec, cfe, ecb, aad, jbf}
{cfd, deb, adf, eaa, bce, jbc}
{bcb, ded, adf, cba, eac, jfe}
{dda, cfe, aad, ebf, jcc, beb}
{abd, cfe, eaa, ddf, jcc, beb}
{adf, cac, ecb, dbd, jee, bfa}
{adf, dcc, cab, ebd, jee, bfa}
{abb, ded, eaa, cdf, bce, jfc}
{cfe, aad, ddf, ebc, jca, beb}
{abb, bfe, ded, eaa, cdf, jcc}
{bfe, cba, ecb, aad, ddf, jec}
{bcb, abd, cfe, eaa, ddf, jec}
{deb, bfe, abd, cdf, eac, jca}
{cdb, bfe, def, aad, ebc, jca}
{abd, dca, cdf, eac, jfe, beb}
{deb, bfe, cdc, aad, ebf, jca}
{bfe, dca, ebb, cdf, aad, jec}
{adf, cfe, dca, ebd, jac, beb}
{bcb, cfd, adf, dbc, eaa, jee}
{dca, cdf, aad, ebc, jfe, beb}
{dda, abd, cfe, ecb, baf, jec}
{bcb, adf, cfe, eaa, dbd, jec}
{bfe, cdc, ebb, def, aad, jca}
{cdb, bfe, dca, aad, ebf, jec}
{cdc, dca, aad, jfe, ebf, beb}
{cfd, bec, adf, eaa, dce, jbb}
{abb, ded, cdf, eac, bfa, jce}
{bec, adf, dca, cab, ebd, jfe}
{cdc, ebb, def, aad, bfa, jce}
{ded, adf, ecb, cbe, bfa, jac}
{cdb, def, aad, ebc, bfa, jce}
{abd, cac, ecb, ddf, jee, bfa}
{cdb, bfe, abd, def, eac, jca}
{cfd, deb, bbc, adf, eaa, jce}
{bcb, abd, cdc, def, eaa, jfe}
{cdb, dcc, aad, ebf, jee, bfa}
{cfd, abb, eaa, bce, ddf, jec}
{adf, cfe, eaa, dbd, jcc, beb}
{bec, cfe, dca, aad, ebf, jdb}
{abd, def, cac, ecb, jde, bfa}
{ded, adf, cab, ebc, bfa, jce}
{bcb, ded, adf, eaa, jfc, cbe}
{ecb, aad, cbe, ddf, jec, bfa}
{bec, cba, ecb, aad, ddf, jfe}
{cdb, abd, def, eac, bfa, jce}
{deb, cdf, aad, ebc, bfa, jce}
{adf, dca, cac, ebd, jfe, beb}
{dda, bec, abd, cfe, ecb, jaf}
{bfe, adf, dca, cab, ebd, jec}
{cdb, bec, dca, aad, jfe, ebf}
{abd, eaa, cdf, jfc, dce, beb}
{ded, adf, ebb, cac, bfa, jce}
{bec, dca, ebb, cdf, aad, jfe}
{cfd, abc, eaa, ddf, jce, beb}
{cfd, adf, dbc, eaa, jce, beb}
{bcb, dda, cfe, aad, ebf, jec}
{dbc, cdf, ecb, aad, jee, bfa}
{cfd, dda, abc, ecb, baf, jee}
{abd, cfe, eac, ddf, jca, beb}
{bec, cfe, ebb, aad, ddf, jca}
{cfd, abb, bec, eaa, ddf, jce}
{ebb, cdf, aad, dce, jec, bfa}
{adf, cfe, eac, dbd, jca, beb}
{abd, eaa, cdf, dcc, jfe, beb}
{deb, adf, cfe, bad, ebc, jca}
{ebb, cdf, dcc, aad, jee, bfa}
{bcb, cfd, abc, eaa, ddf, jee}
{deb, adf, cac, ebd, bfa, jce}
{deb, adf, cfe, bbd, eac, jca}
{cfd, adf, eaa, dce, jbc, beb}
{deb, cdc, aad, ebf, bfa, jce}
{deb, bfe, adf, cac, ebd, jca}
{bfe, ded, adf, cba, ecb, jac}
{deb, adf, cfe, eaa, bbd, jcc}
{bfe, ded, adf, ebb, cac, jca}
{bfe, ded, adf, cab, ebc, jca}
{cdb, abd, def, eaa, bce, jfc}
{deb, abd, cdf, eac, bfa, jce}
{bcb, cfd, abc, def, eaa, jde}
{adf, cfe, ebd, dac, jca, beb}
{abd, cdc, ecb, daf, jee, bfa}
{deb, bfe, cdf, aad, ebc, jca}
{cdb, aad, dce, ebf, jec, bfa}
{adf, cab, ebd, dce, jec, bfa}
{abb, bfe, ded, cdf, eac, jca}
{bcb, ded, abc, eaa, cdf, jfe}
{bcb, ded, adf, cfe, eaa, jbc}
{bcb, dda, cfe, ebd, aej, jac}
{cdb, eaa, bce, jfc, dbd, aej}
{dda, bec, ecb, aad, jfe, cbj}
{cfd, abb, dca, eac, bej, jde}
{cdb, abd, eaa, dcc, bej, jfe}
{cdb, eac, dbd, aej, bfa, jce}
{cfd, dda, bce, eac, aej, jbb}
{bec, abd, cfe, dca, jdb, eaj}
{cdb, bfe, aad, ebc, dej, jca}
{bcb, cfd, dda, abc, jee, eaj}
{cfd, abc, eaa, bce, dej, jdb}
{cdb, bfe, eaa, dbd, aej, jcc}
{abd, cdc, eaa, dce, beb, jfj}
{cfe, eaa, dcc, bbd, aej, jdb}
{cdb, ebd, dce, aej, bfa, jac}
{cfd, dbc, eaa, bce, aej, jdb}
{cfd, abb, dda, eac, bej, jce}
{cdb, eaa, dcc, bbd, aej, jfe}
{cfd, abc, dca, jde, beb, eaj}
{cdc, dca, ebb, aad, bej, jfe}
{dda, abd, cac, ecb, bej, jfe}
{cfd, abc, eaa, bej, dce, jdb}
{dda, cfe, bad, ecb, aej, jbc}
{dda, bec, ecb, aad, cbe, jfj}
{dda, ecb, aad, jfc, bej, cbe}
{abd, cac, ecb, dej, jde, bfa}
{dda, bec, jbj, cfe, ecb, aad}
{bcb, abd, cdc, eaa, jfe, dej}
{dda, bfe, ecb, aad, jec, cbj}
{cfe, dca, aad, bej, ebc, jdb}
{dda, bce, cab, ebd, jfc, aej}
{abd, cfe, eaa, dcc, bej, jdb}
{dda, bfe, abd, ecb, jec, caj}
{cfe, dca, bbd, eac, aej, jdb}
{cdc, ebb, aad, dej, bfa, jce}
{dda, cfe, ecb, bbd, aej, jac}
{cfd, bbc, eaa, dce, aej, jdb}
{deb, abd, cdc, eaa, bce, jfj}
{dda, cfe, ebb, aad, bej, jcc}
{dda, bec, abd, ecb, jfe, caj}
{cdb, bfe, eac, dbd, aej, jca}
{cdb, abd, eac, dej, bfa, jce}
{cdb, dca, aad, bej, ebc, jfe}
{abb, ded, cdc, eaa, bce, jfj}
{cdb, ebd, dac, aej, bfa, jce}
{deb, bfe, abd, cdc, jca, eaj}
{deb, abd, cdc, bfa, jce, eaj}
{cdb, bec, abd, eaa, dce, jfj}
{bcb, dda, cac, ebd, aej, jfe}
{abb, ded, cdc, bfa, jce, eaj}
{cdb, abd, dca, eac, bej, jfe}
{bcb, cfd, abc, eaa, dej, jde}
{dcc, cab, ebd, aej, jde, bfa}
{bfe, cdc, ebb, aad, dej, jca}
{cfd, abb, dda, bce, jec, eaj}
{abd, cdc, dca, jfe, beb, eaj}
{ded, abc, ecb, jde, bfa, caj}
{dda, abd, cfe, ecb, bej, jac}
{cac, ecb, dbd, aej, jde, bfa}
{cdb, dca, bbd, eac, aej, jfe}
{cdb, ded, abc, bfa, jce, eaj}
{cac, ebd, dce, aej, jdb, bfa}
{abd, cfe, dca, eac, bej, jdb}
{cfd, abb, dda, bec, jce, eaj}
{cdb, bec, abd, dca, jfe, eaj}
{cdb, bfe, abd, dca, jec, eaj}
{dda, bfe, cab, ebd, aej, jcc}
{cfd, dda, ebb, bce, aej, jac}
{cfd, abb, bec, dca, jde, eaj}
{dda, cac, ecb, bbd, aej, jfe}
{cdb, bfe, abd, eac, dej, jca}
{cdb, abd, dce, jec, bfa, eaj}
{cdb, abd, dcc, jee, bfa, eaj}
{cfe, dca, bad, ebc, aej, jdb}
{cdb, bfe, abd, eaa, dej, jcc}
{dda, abd, cfe, jcc, beb, eaj}
{cdb, bfe, dca, ebd, aej, jac}
{bfe, dca, cac, ebd, aej, jdb}
{dda, bad, ecb, jfc, cbe, aej}
{cdc, dca, ebb, bad, aej, jfe}
{cdb, dca, bad, ebc, aej, jfe}
{dda, cfe, ebb, bad, aej, jcc}
{cdb, eaa, bbd, jfc, dce, aej}
{cdb, bfe, ded, abc, jca, eaj}
{dda, cfe, ecb, aad, bej, jbc}
{bcb, cfd, dbc, eaa, aej, jde}
{cdc, ecb, aad, jee, bfa, dbj}
{cfd, abb, eaa, dcc, bej, jde}
{cdb, aad, ebc, dej, bfa, jce}
{cdb, abd, eaa, jfc, bej, dce}
{abb, bfe, ded, cdc, jca, eaj}
{cdb, abd, eaa, bce, jfc, dej}
{cdb, ded, abc, eaa, bce, jfj}
{bcb, cdc, eaa, dbd, aej, jfe}
{bcb, dda, abd, cfe, jec, eaj}
{cfd, dda, abc, jce, beb, eaj}
{cdb, bfe, ebd, dac, aej, jca}
{abb, bec, dca, cdf, jfe, eaj}
{deb, abc, cdf, bfa, jce, eaj}
{deb, abc, eaa, cdf, bce, jfj}
{deb, bfe, abc, cdf, jca, eaj}
{abb, bec, eaa, cdf, dce, jfj}
{abb, cfe, eac, bej, ddf, jca}
{dda, bce, cab, jfc, aej, ebf}
{dda, bfe, cab, aej, ebf, jcc}
{cdb, bfe, dac, aej, ebf, jca}
{cdb, bfe, ebc, aej, daf, jca}
{adf, cba, eac, dce, beb, jfj}
{adf, cba, jfc, dce, beb, eaj}
{deb, bfe, adf, eaa, cbj, jcc}
{ebb, cac, ddf, aej, bfa, jce}
{cdb, bfe, dca, eac, aej, jbf}
{cdb, abc, def, bfa, jce, eaj}
{cdb, bfe, eaa, dcc, aej, jbf}
{bfe, adf, ebb, cac, dej, jca}
{bcb, dda, cfe, eac, aej, jbf}
{bfe, ebb, cac, ddf, aej, jca}
{bcb, dda, cfe, aej, ebf, jac}
{bec, adf, cfe, dca, jbb, eaj}
{abb, bfe, cdf, eac, dej, jca}
{abb, eaa, cdf, jfc, bej, dce}
{adf, cfe, eac, jca, dbj, beb}
{adf, cfe, dbc, jca, beb, eaj}
{deb, adf, eaa, bce, jfc, cbj}
{bfe, eaa, cdf, dcc, aej, jbb}
{abc, ecb, ddf, jee, bfa, caj}
{ecb, cbe, ddf, aej, bfa, jac}
{adf, dca, ebb, cac, bej, jfe}
{adf, dca, eac, jfe, cbj, beb}
{bcb, adf, cba, eac, jfe, dej}
{deb, adf, eac, cbj, bfa, jce}
{dda, bfe, cac, ecb, aej, jbf}
{ebb, cdf, dac, aej, bfa, jce}
{abb, bec, cfe, ddf, jca, eaj}
{bcb, adf, cfe, eaa, jec, dbj}
{adf, ebb, dce, jec, bfa, caj}
{abb, cdf, eac, dej, bfa, jce}
{abb, cfe, eaa, bej, ddf, jcc}
{adf, ebb, dcc, jee, bfa, caj}
{dda, cfe, ebb, baf, aej, jcc}
{adf, cfe, eaa, dcc, bej, jbb}
{abc, def, ecb, jde, bfa, caj}
{abb, cdf, dce, jec, bfa, eaj}
{cdb, bfe, dca, ebc, aej, jaf}
{bcb, abc, eaa, cdf, jfe, dej}
{abc, eaa, cdf, dce, beb, jfj}
{dcc, cab, aej, ebf, jde, bfa}
{abb, eaa, cdf, bce, jfc, dej}
